n,log_loss,brier_score,roc_auc,accuracy,calibration_slope,probability_spread_return,model_id,best_C
393,0.6912941874950881,0.2490814501802223,0.5079553237447975,0.5267175572519084,0.2485167780464434,-0.0007397550879956799,rich_calendar_plus_liuyao_hash,0.01
393,0.6924193224364156,0.24962519970705085,0.5050576892682155,0.5190839694656488,0.12584362104043928,-0.0003304758010240716,rich_calendar_plus_ziping,0.01
393,0.692936104990235,0.24989108272893334,0.483983983983984,0.544529262086514,-0.2499623932551554,0.0002962083872739326,market_baseline,0.01
393,0.6932837654650945,0.25003918060595287,0.49757652389231344,0.5368956743002544,0.06774004652365385,-0.0013066244628103037,rich_calendar_plus_qimen,0.01
393,0.6936221674922057,0.2502316189490112,0.49307201938780887,0.5216284987277354,-0.0890345428125709,-0.0006358360352758202,rich_calendar,0.01
393,0.6939713028847281,0.25038345481688784,0.502449818239292,0.5267175572519084,0.05257745893578668,-0.00021004536239973095,rich_calendar_plus_cycle,0.01
393,0.6981867495950067,0.25247004089716235,0.4830093251145884,0.5165394402035624,-0.35008520092602485,-0.0028210372008241414,rich_calendar_plus_meihua,0.01
