baseline_log_loss,baseline_brier_score,reference_hash_log_loss,reference_hash_brier_score,reference_hash_logloss_improvement,reference_hash_brier_improvement,seed_count,fraction_seed_hashes_beating_baseline_logloss,fraction_seed_hashes_beating_baseline_brier,mean_seed_logloss_improvement,median_seed_logloss_improvement,p95_seed_logloss_improvement,reference_hash_percentile_vs_100_seeds_logloss,reference_hash_tail_fraction_vs_100_seeds_logloss,mean_seed_brier_improvement,median_seed_brier_improvement,p95_seed_brier_improvement,reference_hash_percentile_vs_100_seeds_brier,reference_hash_tail_fraction_vs_100_seeds_brier
0.692936104990235,0.24989108272893334,0.6906546484952153,0.24875975870958678,0.0022814564950196514,0.001131324019346569,100,0.26,0.25,-0.0011078687946652222,-0.001378973349457302,0.001981781946823451,0.95,0.0594059405940594,-0.0005466617619374333,-0.0006715017244371402,0.0009968481192168096,0.95,0.0594059405940594
