year,model_id,n,log_loss,brier_score,roc_auc,accuracy,calibration_slope,probability_spread_return
2025,baseline,243,0.6952526457754585,0.2510480923987532,0.46167681239623687,0.5349794238683128,-0.9683338714072826,-0.0010985158651113584
2025,hedge_all_v1,243,0.6938347724714744,0.250337944883926,0.47855561704482563,0.5432098765432098,-0.5150199637576642,-0.00079958601637419
2025,hedge_traditional_v1,243,0.6940733006726552,0.2504549477017223,0.48070005534034305,0.5308641975308642,-0.5143024278599702,-0.0020003199701037586
2026,baseline,150,0.6891833089181755,0.2480167270638264,0.5166336989750044,0.56,0.7489218933980575,0.0015842630194065701
2026,hedge_all_v1,150,0.6895412439541498,0.24818987508082965,0.5211292932925733,0.5666666666666667,0.6521852747388415,0.002644692883499244
2026,hedge_traditional_v1,150,0.6903176770587452,0.24857472758700028,0.5160942276568963,0.58,0.48904430774603275,0.002053366506398084
