branch,shift_sessions,log_loss,brier_score,roc_auc,accuracy,calibration_slope,probability_spread_return,logloss_improvement_vs_R1,brier_improvement_vs_R1
meihua,61,0.6935041954918373,0.2501558453945486,0.48838311996206735,0.5318066157760815,-0.09570351436520783,-0.0005022333085984714,0.0010614972611888707,0.0005424529143586709
meihua,67,0.6976683039113187,0.2521857223059231,0.4812180601654287,0.5368956743002544,-0.3300361731663541,-0.0014021084375712826,-0.0031026111582925786,-0.0014874239970158465
meihua,71,0.695843269750052,0.2513139867540324,0.4772930825562405,0.5089058524173028,-0.2212186878063196,-0.0012016337493182692,-0.0012775769970257977,-0.0006156884451251066
meihua,73,0.695816090964015,0.25131199229048445,0.4781360307676097,0.5216284987277354,-0.22260765213354755,-0.0007356473909421784,-0.0012503982109888234,-0.0006136939815771791
meihua,79,0.6969050695032167,0.2518406518724557,0.47465886939571156,0.4961832061068702,-0.37691339765910714,-0.00019861629026219496,-0.0023393767501905804,-0.001142353563548415
meihua,83,0.6930509015030913,0.24992401897578617,0.4971287076550235,0.544529262086514,0.03749373194705092,-0.00011259654731493948,0.0015147912499348104,0.0007742793331211029
meihua,89,0.6908963413533125,0.24884920662622134,0.5207839418365734,0.549618320610687,0.29035077966239314,0.00010185562432432524,0.003669351399713694,0.0018490916826859327
meihua,97,0.696663502914904,0.25171608543195045,0.47821505716242557,0.5292620865139949,-0.37147696251774154,-0.00014307168926295502,-0.002097810161877822,-0.001017787123043179
meihua,101,0.6950896943459072,0.25096371835673353,0.4864864864864865,0.5139949109414759,-0.12980026586253102,-9.239380525025544e-05,-0.0005240015928810182,-0.00026542004782625916
meihua,109,0.6981241219347828,0.2524486906663481,0.4658079131763342,0.5114503816793893,-0.4671422889269885,-0.001433343973590641,-0.0035584291817566394,-0.0017503923574408442
meihua,113,0.6926687068459256,0.24974355583323626,0.5023181075812655,0.5139949109414759,0.09138460124955408,8.394027093203951e-05,0.0018969859071005235,0.000954742475671011
meihua,127,0.6978974590789203,0.25232831811356893,0.48390495758916807,0.49363867684478374,-0.262768406035617,-0.00039007395484201405,-0.0033317663258941588,-0.0016300198046616532
meihua,131,0.6993546113539949,0.25305793116251596,0.46791528370475743,0.5216284987277354,-0.4317867176801921,-0.0003270709463039624,-0.00478891860096875,-0.002359632853608684
meihua,137,0.6940436121368015,0.25038138963837914,0.5061640587956378,0.5368956743002544,0.01448743346010627,0.0008800959306498096,0.0005220806162246072,0.00031690867052813765
meihua,149,0.6980728930973573,0.25239851669823155,0.4731837100258153,0.5318066157760815,-0.4331735251196281,-0.003318364210860042,-0.003507200344331163,-0.0017002183893242706
meihua,157,0.6942507098627922,0.25051188070357394,0.483799589062747,0.5114503816793893,-0.20384770063683746,-0.0005697172414482543,0.0003149828902339058,0.0001864176053333333
meihua,167,0.6930342408240305,0.24990820538900205,0.5062957694536643,0.5343511450381679,0.12608266148867947,-0.0008735774413798275,0.0015314519289956197,0.0007900929199052276
meihua,181,0.6935727821818533,0.2501599005174519,0.5059006374795848,0.5623409669211196,-0.08075929172706882,-4.635343877942529e-05,0.0009929105711729003,0.0005383977914553695
meihua,197,0.6928851828856577,0.2498595376361464,0.48933143669985774,0.5114503816793893,-0.029191053653183818,-0.000771958300608286,0.0016805098673684515,0.0008387606727608687
meihua,211,0.6952288963664369,0.25102425271435763,0.4795585058742953,0.5190839694656488,-0.20881185090871715,-0.0003709790158140602,-0.0006632036134107677,-0.00032595440545035714
meihua,227,0.7008914362074297,0.25381389177301467,0.46351614772667404,0.5114503816793893,-0.5260396416213311,-0.0012638231156580915,-0.00632574345440351,-0.0031155934641073912
meihua,241,0.6991749955742542,0.2529829021956525,0.45956482798588066,0.48346055979643765,-0.5478977680890382,-0.0009301568315027315,-0.004609302821228067,-0.002284603886745229
