branch,shift_sessions,log_loss,brier_score,roc_auc,accuracy,logloss_improvement_vs_baseline,brier_improvement_vs_baseline
ziping,61,0.6964951934922979,0.2516682253477505,0.4656762025183078,0.5038167938931297,-0.0038373883491809035,-0.0019101435070503214
ziping,67,0.6906685378033606,0.24878293780403035,0.5,0.5470737913486005,0.001989267339756462,0.000975144036669845
ziping,71,0.700769626036165,0.2537699989698843,0.43048311469364103,0.4910941475826972,-0.00811182089304796,-0.004011917129184084
ziping,73,0.6935864412775684,0.25022442802523254,0.4776882145303198,0.5368956743002544,-0.0009286361344513772,-0.0004663461845323402
ziping,79,0.6921848798177217,0.24952641734792888,0.48835677783046205,0.5267175572519084,0.0004729253253953347,0.0002316644927713163
ziping,83,0.6905221741979649,0.2486950861513484,0.5068752963489805,0.5419847328244275,0.0021356309451521227,0.0010629956893518089
ziping,89,0.6934672018721655,0.2501620691393156,0.4881987250408304,0.5267175572519084,-0.0008093967290484505,-0.0004039872986154047
ziping,97,0.692373917672077,0.24960769166631122,0.49728676044465525,0.5343511450381679,0.000283887471040023,0.00015039017438897573
ziping,101,0.6944599433654588,0.2506462811814544,0.4895158316210948,0.5267175572519084,-0.0018021382223417648,-0.0008881993407541811
ziping,109,0.6922653875554474,0.24955403361314676,0.494994994994995,0.5216284987277354,0.00039241758766961343,0.00020404822755343277
ziping,113,0.6934204860763836,0.2501367222076285,0.4827459037985354,0.5089058524173028,-0.0007626809332665907,-0.0003786403669283067
ziping,127,0.6903737745368924,0.24861155613541802,0.5092460881934566,0.5190839694656488,0.0022840306062246185,0.0011465257052821753
ziping,131,0.6929637038649825,0.2499243268074964,0.4873030925662505,0.5114503816793893,-0.00030589872186548295,-0.00016624496679620848
ziping,137,0.6959370153541463,0.2513702588644466,0.46915336389020607,0.5114503816793893,-0.003279210211029282,-0.0016121770237463862
ziping,149,0.6930201812142017,0.2499367388185702,0.4880406722511986,0.49872773536895676,-0.0003623760710846913,-0.00017865697787000645
